codigo_do_usuario,criador,data_recebido,data_de_perda,data_de_ganho,tipo_de_venda,passagem,canal_de_aquisicao,docs_italiano,parente_italiano
30167,automacao,2023-11-19,2023-11-19,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30168,vendedor loja,2023-11-19,2023-11-24,,1venda - manual,nao,,,nao informado
30169,vendedor loja,2023-11-19,2023-12-02,,1venda - manual,nao,,,nao informado
30170,automacao,2023-11-19,2023-11-22,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30171,automacao,2023-11-19,2023-11-19,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30172,automacao,2023-11-19,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30173,automacao,2023-11-19,,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30174,automacao,2023-11-19,2023-12-05,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30175,automacao,2023-11-19,2023-11-27,,1venda - site,Sim,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30176,vendedor loja,2023-11-19,,,1venda - manual,nao,,,nao informado
30177,automacao,2023-11-19,2023-11-24,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30178,automacao,2023-11-19,2023-11-27,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30179,vendedor loja,2023-11-19,2023-12-01,,1venda - manual,Sim,,,nao informado
30180,automacao,2023-11-19,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30181,automacao,2023-11-19,2023-11-19,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30182,automacao,2023-11-19,2023-11-30,,retorno,nao,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
30183,automacao,2023-11-19,2023-11-29,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30184,automacao,2023-11-19,2023-11-19,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30186,automacao,2023-11-20,2023-11-26,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30187,automacao,2023-11-20,2023-11-28,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30188,automacao,2023-11-20,2023-12-01,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30192,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30193,automacao,2023-11-19,2023-12-05,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
30194,automacao,2023-11-20,2023-11-23,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30195,automacao,2023-11-21,2023-11-29,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30196,automacao,2023-11-20,2023-12-05,,1venda - site,Sim,midia paga,,nao informado
30197,automacao,2023-11-20,2023-11-22,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30198,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30200,automacao,2023-11-19,2023-11-22,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30202,automacao,2023-11-20,2023-11-28,,1venda - site,Sim,,algumas certidoes de nascimento/casamento/obito,nao informado
30203,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30204,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30205,automacao,2023-11-20,2023-12-10,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30206,automacao,2023-11-20,,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30207,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30208,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30209,automacao,2023-11-20,2023-12-04,,1venda - site,Sim,midia paga,tenho todos os documentos,nao informado
30210,automacao,2023-11-20,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30211,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30212,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30213,automacao,2023-11-20,2023-12-07,,1venda - site,Sim,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30214,automacao,2023-11-20,2023-11-23,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30215,automacao,2023-11-20,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30216,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30217,automacao,2023-11-20,2023-11-21,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30218,automacao,2023-11-21,2023-11-27,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30219,automacao,2023-11-20,2023-12-05,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30220,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30221,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30222,automacao,2023-11-20,2023-12-11,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30223,automacao,2023-11-20,2023-12-05,,1venda - site,Sim,parcerias,tenho todos os documentos,nao informado
30224,automacao,2023-11-20,2023-11-20,,1venda - site,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
30225,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30226,automacao,2023-11-20,,,1venda - site,nao,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
30227,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30228,automacao,2023-11-20,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30229,automacao,2023-11-21,2023-11-25,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30230,automacao,2023-11-20,,,1venda - site,nao,parcerias,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30231,automacao,2023-11-20,2023-11-20,,1venda - site,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
30232,automacao,2023-11-20,,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
30233,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30234,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30235,automacao,2023-11-20,,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30236,automacao,2023-11-20,2023-11-27,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30237,automacao,2023-11-20,2023-11-21,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30238,automacao,2023-11-20,,,1venda - site,nao,parcerias,algumas certidoes de nascimento/casamento/obito,nao informado
30239,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30240,automacao,2023-11-20,2023-11-29,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30241,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30242,automacao,2023-11-20,2023-11-21,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30243,automacao,2023-11-20,2023-12-01,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30244,automacao,2023-11-20,2023-11-23,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30245,vendedor loja,2023-11-20,,,1venda - manual,Sim,,,nao informado
30246,automacao,2023-11-20,,,1venda - site,nao,parcerias,tenho todos os documentos,nao informado
30247,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30248,automacao,2023-11-20,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30249,vendedor loja,2023-11-20,,2023-11-20,1venda - manual,nao,,,nao informado
30250,automacao,2023-11-20,2023-11-29,,1venda - site,Sim,,,nao informado
30251,automacao,2023-11-20,2023-11-27,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30252,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30253,automacao,2023-11-20,2023-12-06,,retorno,Sim,outros,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30254,vendedor loja,2023-11-20,2023-11-30,,1venda - manual,nao,,,nao informado
30255,automacao,2023-11-20,2023-11-28,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30256,vendedor loja,2023-11-20,2023-11-29,,1venda - manual,Sim,,,nao informado
30257,automacao,2023-11-20,,2023-11-29,1venda - site,Sim,,tenho todos os documentos,nao informado
30258,automacao,2023-11-20,2023-11-29,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30259,automacao,2023-11-20,,,1venda - site,nao,midia organica,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30260,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30261,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30262,vendedor loja,2023-11-20,2023-11-24,,1venda - manual,nao,,,nao informado
30263,automacao,2023-11-20,,,1venda - site,nao,midia organica,algumas certidoes de nascimento/casamento/obito,nao informado
30264,automacao,2023-11-20,2023-12-05,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30265,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30266,automacao,2023-11-20,,2023-11-29,1venda - site,Sim,,,nao informado
30267,vendedor loja,2023-11-20,2023-11-23,,1venda - manual,nao,,,nao informado
30268,automacao,2023-11-20,2023-12-27,,retorno,Sim,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30269,automacao,2023-11-20,2023-12-11,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30270,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30271,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30272,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30273,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30274,automacao,2023-11-20,2023-12-09,,1venda - site,Sim,midia paga,tenho todos os documentos,nao informado
30275,automacao,2023-11-20,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30276,automacao,2023-11-20,2023-11-23,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30277,vendedor loja,2023-11-20,2023-12-06,,1venda - manual,nao,,,nao informado
30278,automacao,2023-11-20,2023-11-20,,1venda - site,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
30279,automacao,2023-11-20,2023-11-27,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30280,vendedor loja,2023-11-20,2023-12-11,,1venda - manual,Sim,,,nao informado
30281,automacao,2023-11-20,,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
30282,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30283,vendedor loja,2023-11-20,2023-11-29,,1venda - manual,nao,,,nao informado
30284,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30285,automacao,2023-11-20,2023-11-24,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30286,vendedor loja,2023-11-20,2023-12-05,,1venda - manual,Sim,,,nao informado
30287,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30288,automacao,2023-11-20,2023-11-20,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30289,automacao,2023-11-20,2023-11-21,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30290,automacao,2023-11-20,2023-11-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30291,automacao,2023-11-20,2023-11-23,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30292,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30293,automacao,2023-11-21,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30294,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30295,automacao,2023-11-21,2023-12-01,,1venda - site,nao,redes sociais,"nenhum, mas sei onde obter documentos",nao informado
30296,vendedor loja,2023-11-20,2023-12-08,,1venda - manual,nao,,,nao informado
30297,automacao,2023-11-20,2023-11-29,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30298,automacao,2023-11-21,,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30299,automacao,2023-11-21,,,1venda - site,nao,redes sociais,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30300,automacao,2023-11-21,2023-12-02,,1venda - site,Sim,parcerias,tenho todos os documentos,nao informado
30301,automacao,2023-11-21,2023-11-24,,1venda - site,Sim,midia paga,tenho todos os documentos,nao informado
30304,automacao,2023-11-20,2023-11-30,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30307,automacao,2023-11-21,2023-12-20,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30308,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30309,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30310,automacao,2023-11-21,2023-11-24,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30311,automacao,2023-11-21,,2023-11-30,1venda - site,Sim,,algumas certidoes de nascimento/casamento/obito,nao informado
30312,automacao,2023-11-21,2023-12-04,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30313,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30314,automacao,2023-11-21,2023-12-02,,1venda - site,Sim,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30315,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30316,automacao,2023-11-21,2023-11-25,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30317,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30318,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30319,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30320,automacao,2023-11-21,2023-12-01,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30321,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30322,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30323,automacao,2023-11-21,2023-11-28,,1venda - site,Sim,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
30324,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30325,automacao,2023-11-21,2023-11-23,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30326,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30327,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30328,automacao,2023-11-21,2023-11-24,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30329,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30330,automacao,2023-11-21,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30331,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30332,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30333,automacao,2023-11-21,2023-11-27,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30334,automacao,2023-11-21,2023-11-24,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30335,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30336,automacao,2023-11-21,2023-12-06,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30337,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30338,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30339,automacao,2023-11-21,,,1venda - site,Sim,midia organica,"nenhum, mas sei onde obter documentos",nao informado
30340,automacao,2023-11-21,2023-12-09,,1venda - site,Sim,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30341,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30342,automacao,2023-11-21,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30343,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30344,automacao,2023-11-21,2023-12-08,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30345,automacao,2023-11-21,2023-11-30,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30346,automacao,2023-11-21,2023-11-29,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30347,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30348,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30349,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30350,automacao,2023-11-21,2023-12-06,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30351,automacao,2023-11-21,2023-11-29,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30352,automacao,2023-11-21,2023-11-24,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30353,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30354,automacao,2023-11-21,2023-12-19,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30355,automacao,2023-11-21,2023-11-27,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30356,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30357,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30358,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30359,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30360,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30361,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30362,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30363,automacao,2023-11-21,2023-12-04,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
30364,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30365,automacao,2023-11-21,2023-11-21,,1venda - site,nao,,nenhum e nao sei por onde comecar,nao informado
30366,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30367,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30368,automacao,2023-11-21,2023-11-21,,1venda - site,nao,,nenhum e nao sei por onde comecar,nao informado
30369,vendedor loja,2023-11-21,2023-12-19,,1venda - manual,nao,,,nao informado
30370,automacao,2023-11-21,2023-12-02,,1venda - site,nao,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
30371,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30372,automacao,2023-11-27,,2023-11-27,retorno,Sim,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30373,automacao,2023-11-21,,,1venda - site,nao,,"nenhum, mas sei onde obter documentos",nao informado
30374,vendedor loja,2023-11-21,2023-12-07,,1venda - manual,Sim,,,nao informado
30375,automacao,2023-11-21,2023-12-19,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30376,automacao,2023-11-21,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30377,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30378,automacao,2023-11-21,2023-12-06,,1venda - site,Sim,parcerias,algumas certidoes de nascimento/casamento/obito,nao informado
30379,automacao,2023-11-21,2023-12-12,,retorno,nao,parcerias,"nenhum, mas sei onde obter documentos",nao informado
30380,automacao,2023-11-21,2023-11-27,,retorno,nao,,"nenhum, mas sei onde obter documentos",nao informado
30381,automacao,2023-11-21,2023-11-24,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30382,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30383,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30384,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30385,automacao,2023-11-21,2023-12-03,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30386,automacao,2023-11-21,,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30387,automacao,2023-11-21,2023-12-07,,1venda - indicacao,Sim,,,nao informado
30388,automacao,2023-11-21,2023-11-27,,1venda - site,Sim,midia paga,tenho todos os documentos,nao informado
30389,automacao,2023-11-21,2023-12-04,,1venda - site,Sim,midia paga,tenho todos os documentos,nao informado
30390,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30391,automacao,2023-11-21,2023-11-21,,1venda - site,nao,,"nenhum, mas sei onde obter documentos",nao informado
30392,automacao,2023-11-21,2023-11-27,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30393,vendedor loja,2023-11-21,2023-11-21,,1venda - manual,nao,,,nao informado
30394,automacao,2023-11-21,2023-11-24,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30395,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30396,automacao,2023-11-21,,2023-11-26,1venda - site,Sim,parcerias,tenho todos os documentos,nao informado
30397,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30398,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30399,vendedor loja,2023-11-21,,,1venda - manual,Sim,,,nao informado
30400,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30401,vendedor loja,2023-11-21,2023-11-27,,1venda - manual,nao,,,nao informado
30402,vendedor loja,2023-11-21,2023-12-02,,1venda - manual,nao,,,nao informado
30403,vendedor loja,2023-11-21,2023-12-07,,,nao,,,nao informado
30404,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30405,vendedor loja,2023-11-21,2023-11-29,,1venda - manual,Sim,,,nao informado
30406,automacao,2023-11-21,2023-12-04,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
30407,vendedor loja,2023-11-21,2023-11-30,,1venda - manual,nao,,,nao informado
30408,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30409,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30410,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30411,vendedor loja,2023-11-21,2023-12-01,,1venda - manual,nao,,,nao informado
30412,automacao,2023-11-22,2023-12-21,,retorno,Sim,,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30413,vendedor loja,2023-11-21,2023-11-29,,1venda - manual,nao,,,bisavo
30414,automacao,2023-11-21,2023-11-29,,1venda - site,nao,midia organica,"nenhum, mas sei onde obter documentos",nao informado
30415,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30416,automacao,2023-11-21,2023-11-25,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30417,automacao,2023-11-21,2023-12-04,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30418,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30419,automacao,2023-11-21,2023-11-27,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
30420,automacao,2023-11-21,2023-11-21,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
30421,automacao,2023-11-21,2023-12-12,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
30423,automacao,2023-11-22,,,1venda - site,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
30427,automacao,2023-11-22,2023-11-26,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
30428,automacao,2023-11-22,2023-12-08,,1venda - site,Sim,midia organica,"nenhum, mas sei onde obter documentos",nao informado
30431,automacao,2023-11-22,2023-12-13,,1venda - site,Sim,,,nao informado
30432,automacao,2023-11-22,,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
